iter	Logloss
357	0.3390430065
358	0.3388058523
359	0.3387047628
360	0.3386811246
361	0.3384769097
362	0.3383284151
363	0.338321943
364	0.3381848282
365	0.3380000511
366	0.3378841957
367	0.337854514
368	0.3377010474
369	0.3375141487
370	0.3373351151
371	0.3372855454
372	0.3369015897
373	0.3367618175
374	0.3365910562
375	0.3365710826
376	0.3364359824
377	0.3362102294
378	0.3360537197
379	0.3359739754
380	0.3358405895
381	0.3355743965
382	0.3353896409
383	0.3352204226
384	0.3350400603
385	0.3349178614
386	0.3347609874
387	0.3346700347
388	0.334495373
389	0.3344236224
390	0.3342760279
391	0.3340836
392	0.3338886647
393	0.3336644548
394	0.3336424667
395	0.3335410129
396	0.3332477312
397	0.3331238393
398	0.3329544282
399	0.3328142059
400	0.3328098769
401	0.3326605893
402	0.3325256176
403	0.3324061404
404	0.3323426836
405	0.3322026756
406	0.3320983501
407	0.3318473945
408	0.3317580705
409	0.3317342394
410	0.3316038325
411	0.331466782
412	0.3313360321
413	0.3311995388
414	0.3310639456
415	0.3307921592
416	0.3307443469
417	0.330655773
418	0.3304785396
419	0.3303496329
420	0.3302498935
421	0.3301243728
422	0.3300953983
423	0.3299898941
424	0.3297310733
425	0.3295805856
426	0.3294826679
427	0.3293803783
428	0.3292035306
429	0.3289152638
430	0.3287780419
431	0.3286489208
432	0.3286144814
433	0.3285820136
434	0.3285091914
435	0.3283782273
436	0.328168719
437	0.3280246392
438	0.3278577997
439	0.3276616214
440	0.3275542098
441	0.3273438872
442	0.3271893919
443	0.3271711971
444	0.3269713755
445	0.3268623781
446	0.3266873306
447	0.3265583167
448	0.3264265168
449	0.3264135725
450	0.3262373678
451	0.3261450007
452	0.3259612094
453	0.3258095645
454	0.3257558158
455	0.3256062068
456	0.3255513009
457	0.3254336239
458	0.325254676
459	0.3251808681
460	0.3250323521
461	0.3247245617
462	0.3245324981
463	0.324513639
464	0.3245106386
465	0.3243389773
466	0.324287886
467	0.3240168282
468	0.3238344728
469	0.323784646
470	0.3237746807
471	0.3236034693
472	0.323491943
473	0.3234058337
474	0.3231896175
475	0.32304048
476	0.3227493629
477	0.3226797983
478	0.3225100228
479	0.3223934388
480	0.3222534094
481	0.3221510126
482	0.3220012536
483	0.3218484729
484	0.3217176587
485	0.3216035393
486	0.3214311064
487	0.3211749002
488	0.3210729963
489	0.3210077607
490	0.3208869548
491	0.3207247659
492	0.3205428391
493	0.3203761069
494	0.3202014452
495	0.3200658091
496	0.319889883
497	0.3197731704
498	0.3197100779
499	0.3195709057
500	0.3194592722
501	0.3193461386
502	0.3192928614
503	0.3191657977
504	0.319037491
505	0.3187889356
506	0.318627904
507	0.3184841242
508	0.3183632754
509	0.3182646505
510	0.3181378225
511	0.3179947499
512	0.317821867
513	0.3176352683
514	0.3174757368
515	0.3173639105
516	0.3172426545
517	0.3171028394
518	0.3170120582
519	0.3169199483
520	0.3167576736
521	0.3165862051
522	0.3164620775
523	0.3164135579
524	0.3162673993
525	0.3161494437
526	0.3160064783
527	0.3158467325
528	0.3157984487
529	0.3157346061
530	0.3155779464
531	0.3154525328
532	0.3153862685
533	0.3153730028
534	0.3152074064
535	0.3150401598
536	0.3150395168
537	0.3148271796
538	0.314663962
539	0.3146325444
540	0.3145114813
541	0.3144684481
542	0.3144343515
543	0.3143654298
544	0.3143137385
545	0.314111431
546	0.3139436915
547	0.3137585929
548	0.3135796879
549	0.3134854777
550	0.3134071693
551	0.3133744443
552	0.3132561459
553	0.3132159415
554	0.3131474484
555	0.3129727653
556	0.3129286177
557	0.3129193595
558	0.3128349647
559	0.3125384684
560	0.3123711575
561	0.3121877735
562	0.312070568
563	0.3119069217
564	0.3118577379
565	0.3118260844
566	0.311700628
567	0.3116742466
568	0.3113686637
569	0.3112664383
570	0.3111507544
571	0.3109919945
572	0.3109115858
573	0.3108392351
574	0.3107156646
575	0.3105867579
576	0.3105277158
577	0.3103662555
578	0.3103646482
579	0.3102879899
580	0.3100919616
581	0.3098436634
582	0.3096769097
583	0.309558697
584	0.3094663941
585	0.3092672369
586	0.3090633221
587	0.3089674617
588	0.3089242999
589	0.3088177885
590	0.3087563033
591	0.3086457842
592	0.3085559459
593	0.3085074693
594	0.3084194312
595	0.3082029793
596	0.3081641036
597	0.3080593281
598	0.3079720186
599	0.3078029075
600	0.307557181
601	0.3073768187
602	0.307264178
603	0.3070197159
604	0.3068972384
605	0.3067655671
606	0.3066002278
607	0.3065035316
608	0.3064157507
609	0.3062844866
610	0.306165288
611	0.306039403
612	0.305970567
613	0.3058828718
614	0.3057529578
615	0.3055674521
616	0.3055584725
617	0.3054881792
618	0.3054687629
619	0.3052259724
620	0.3051929045
621	0.3051169749
622	0.3050311228
623	0.3049425704
624	0.304798512
625	0.3046457526
626	0.3044127132
627	0.3043320688
628	0.3042468596
629	0.304174016
630	0.3040621682
631	0.3039813524
632	0.3039730586
633	0.3039049299
634	0.3037992756
635	0.3037991042
636	0.3037439196
637	0.3036090336
638	0.3034535955
639	0.3033989038
640	0.3033354256
641	0.303233736
642	0.3030525379
643	0.3028968425
644	0.3027680429
645	0.3025907881
646	0.3024912631
647	0.3024900201
648	0.3023311315
649	0.3022356783
650	0.3021090647
651	0.3019519334
652	0.3017771432
653	0.3015704637
654	0.3013507972
655	0.3013144075
656	0.3012498791
657	0.3010787107
658	0.30096622
659	0.3008469142
660	0.3008316983
661	0.3005246152
662	0.3003321873
663	0.3002858323
664	0.3001195929
665	0.2999177568
666	0.2997481528
667	0.2995403804
668	0.2993835278
669	0.2993017047
670	0.2991627897
671	0.2991496954
672	0.2989324934
673	0.2987503738
674	0.2985293785
675	0.2984187951
676	0.2981223631
677	0.2979478729
678	0.297898989
679	0.2978426687
680	0.2977841409
681	0.2975485084
682	0.297334221
683	0.2972190943
684	0.2970803293
685	0.2970571625
686	0.2970167439
687	0.2969152472
688	0.2968559265
689	0.2967534869
690	0.2965932053
691	0.2964832863
692	0.2962594622
693	0.2961498861
694	0.2959816322
695	0.2957728097
696	0.2956403668
697	0.2954348018
698	0.2953597937
699	0.2952309941
700	0.2951708161
701	0.2950497745
702	0.2949819243
703	0.2948677406
704	0.2947846316
705	0.2947016512
706	0.2945275467
707	0.2944185064
708	0.2943131522
709	0.2942248998
710	0.2940909996
711	0.2939452268
712	0.2937378401
713	0.2935348468
714	0.2933830518
715	0.2933145159
716	0.2932655677
717	0.2931101724
718	0.2929892808
719	0.2928082327
720	0.2926054108
721	0.2925425755
722	0.2924741466
723	0.292400553
724	0.2923750074
725	0.2922164831
726	0.2921227444
727	0.2920058818
728	0.2918913766
729	0.291801174
730	0.2916477718
731	0.291531745
732	0.2914970912
733	0.2913686988
734	0.2912603657
735	0.2911635838
736	0.2910929262
737	0.2909621764
738	0.2908644944
739	0.2907686555
740	0.2906750025
741	0.2905972084
742	0.2904890682
743	0.2904502783
744	0.2902925899
745	0.2901626758
746	0.2900567644
747	0.2899484527
748	0.2898457774
749	0.2897701049
750	0.2896642363
751	0.2896281896
752	0.2895102769
753	0.289427768
754	0.2893388941
755	0.2891656468
756	0.2891128197
757	0.288965461
758	0.2889001396
759	0.2888681647
760	0.2887181057
761	0.2885954353
762	0.2885644034
763	0.2885180484
764	0.288490274
765	0.2883854555
766	0.2882463691
767	0.2880602847
768	0.2879981995
769	0.2878387966
770	0.2877587308
771	0.2875838548
772	0.2875266772
773	0.2873139756
774	0.2872579767
775	0.2872133148
776	0.2871071033
777	0.2870245944
778	0.2869382708
779	0.2868952805
780	0.2866708991
781	0.2865995557
782	0.2863949765
783	0.2861862397
784	0.2861240687
785	0.2860505179
786	0.2860050416
787	0.2858985301
788	0.2857445492
789	0.2856228218
790	0.2855231467
791	0.2854373803
792	0.2852193854
793	0.2849729088
794	0.2847628433
795	0.2846737122
796	0.284638137
797	0.2844383583
798	0.2842819557
799	0.2841631857
800	0.2840405582
801	0.2839442478
802	0.2839318822
803	0.2838209345
804	0.2836951995
805	0.2836346573
806	0.283550391
807	0.2833479549
808	0.2832467154
809	0.2831083576
810	0.2828654171
811	0.2827459614
812	0.2825242375
813	0.2824093251
814	0.2822917338
815	0.2821648416
816	0.2819473609
817	0.2818383206
818	0.2817959732
819	0.2815890366
820	0.2814732455
821	0.2813254796
822	0.2812756313
823	0.2811642336
824	0.2810485283
825	0.2810037591
826	0.280897762
827	0.2807421738
828	0.2806127527
829	0.2805165066
830	0.280414367
831	0.2802372193
832	0.280180256
833	0.2799642756
834	0.279797029
835	0.2797559888
836	0.2796582211
837	0.2795776624
838	0.2795279856
839	0.2794253531
840	0.2793638679
841	0.2792997467
842	0.2791057115
843	0.2789816696
844	0.2787933993
845	0.2784909452
846	0.2783154263
847	0.2782480476
848	0.2781364784
849	0.2780369748
850	0.27799302
851	0.2779393143
852	0.2777574946
853	0.2775734891
854	0.2775069676
855	0.2773787895
856	0.2771844328
857	0.277062984
858	0.2770349738
859	0.2769785463
860	0.2767945193
861	0.2766694701
862	0.2766492394
863	0.2765948049
864	0.2764943584
865	0.276327969
866	0.2761494497
867	0.2760017909
868	0.2758306868
869	0.2757185818
870	0.2755604862
871	0.2754115415
872	0.2753630435
873	0.2750617252
874	0.2749384119
875	0.2748498809
876	0.2747321397
877	0.2746243209
878	0.2744000467
879	0.2743493412
880	0.2742018325
881	0.2741551989
882	0.2740689824
883	0.2740150837
884	0.273822463
885	0.2737565201
886	0.2737067576
887	0.2736473726
888	0.273544783
889	0.2734338139
890	0.2732721822
891	0.2731973455
892	0.2730795185
893	0.272919687
894	0.2728553515
895	0.272677818
896	0.272562627
897	0.2724519794
898	0.2723709064
899	0.272316129
900	0.2721597479
901	0.2719575689
902	0.2718360558
903	0.2717810427
904	0.2716697521
905	0.271582507
906	0.271555997
907	0.2714840321
908	0.2714105242
909	0.271362519
910	0.2713018696
911	0.2712215466
912	0.2711416094
913	0.2709562109
914	0.2707636972
915	0.270595422
916	0.27049774
917	0.2704529494
918	0.2703887425
919	0.2702615288
920	0.2701924785
921	0.2701188205
922	0.2699711403
923	0.2698721082
924	0.2696693292
925	0.2695106978
926	0.2694477124
927	0.2693524736
928	0.2692773369
929	0.2692046433
930	0.2690809871
931	0.2690066648
932	0.2688812513
933	0.2687712251
934	0.2687149691
935	0.2685414861
936	0.268463049
937	0.2684023996
938	0.2683281631
939	0.2682575054
940	0.2681959345
941	0.268122448
942	0.2680510617
943	0.2679884836
944	0.2678873512
945	0.2677095392
946	0.2676150504
947	0.2674241655
948	0.2671324055
949	0.2669298408
950	0.2667971407
951	0.2666173785
952	0.2664794279
953	0.2664303726
954	0.2662329942
955	0.2660843924
956	0.2659297257
957	0.2657645151
958	0.265693536
959	0.2656392515
960	0.2655612646
961	0.2653972754
962	0.2652831345
963	0.2652340578
964	0.2651303323
965	0.2649715724
966	0.2649266961
967	0.264729832
968	0.2646953283
969	0.2646526808
970	0.2644873201
971	0.264381773
972	0.2642618244
973	0.2640635458
974	0.2640012677
975	0.2638265845
976	0.2637720858
977	0.2636697533
978	0.2635214945
979	0.2633914948
980	0.2632947129
981	0.2631852225
982	0.2630274483
983	0.2629760999
984	0.2628995488
985	0.2627668702
986	0.2627099712
987	0.2625969447
988	0.2624135392
989	0.2622811607
990	0.2622383632
991	0.2621197861
992	0.2620481855
993	0.261984943
994	0.261727108
995	0.261636884
996	0.2614703661
997	0.261351639
998	0.2612207391
999	0.2611304937
